NCD_id,NCD_vrsn_num,bnft_ctgry_cd,creatd_tmstmp,last_updt_tmstmp
5,1,52,2011-09-22 15:45:20,2011-09-22 15:45:20
6,1,52,2020-04-17 14:49:29,2020-04-17 14:49:29
7,1,52,2020-04-20 11:04:53,2020-04-20 11:04:53
8,1,52,2020-04-17 14:48:46,2020-04-17 14:48:46
9,1,52,2020-04-20 10:44:24,2020-04-20 10:44:24
11,2,33,2022-05-25 15:00:05,2022-05-25 15:00:05
11,2,35,2022-05-25 15:00:05,2022-05-25 15:00:05
11,2,46,2022-05-25 15:00:05,2022-05-25 15:00:05
11,2,52,2022-05-25 15:00:05,2022-05-25 15:00:05
12,4,33,2024-12-03 13:55:18,2024-12-03 13:55:18
12,4,46,2024-12-03 13:55:18,2024-12-03 13:55:18
12,4,52,2024-12-03 13:55:18,2024-12-03 13:55:18
13,1,52,2021-03-04 13:12:49,2021-03-04 13:12:49
14,1,0,2023-08-17 11:36:08,2023-08-17 11:36:08
15,1,52,2023-08-17 11:36:53,2023-08-17 11:36:53
16,1,52,2020-06-15 18:31:00,2020-06-15 18:31:00
17,1,25,2023-08-17 11:38:03,2023-08-17 11:38:03
17,1,30,2023-08-17 11:38:03,2023-08-17 11:38:03
17,1,33,2023-08-17 11:38:03,2023-08-17 11:38:03
17,1,35,2023-08-17 11:38:03,2023-08-17 11:38:03
17,1,48,2023-08-17 11:38:03,2023-08-17 11:38:03
18,2,2,2024-12-02 19:24:36,2024-12-02 19:24:36
18,2,52,2024-12-02 19:24:36,2024-12-02 19:24:36
19,1,52,2015-02-24 10:06:11,2015-02-24 10:06:11
20,3,0,2024-06-05 18:12:09,2024-06-05 18:12:09
21,1,52,2017-01-24 13:44:08,2017-01-24 13:44:08
22,2,52,2023-08-17 11:42:16,2023-08-17 11:42:16
23,1,35,2023-08-17 11:43:30,2023-08-17 11:43:30
24,1,46,2023-08-17 11:44:06,2023-08-17 11:44:06
25,1,18,2026-01-06 20:10:47,2026-01-06 20:10:47
26,1,35,2020-06-16 15:13:29,2020-06-16 15:13:29
27,1,46,2020-06-12 11:35:08,2020-06-12 11:35:08
28,1,46,2020-06-17 12:52:09,2020-06-17 12:52:09
29,1,33,2020-06-15 15:45:50,2020-06-15 15:45:50
30,1,46,2020-04-17 14:52:52,2020-04-17 14:52:52
31,1,52,2020-06-10 12:43:03,2020-06-10 12:43:03
32,1,20,2020-06-15 18:54:20,2020-06-15 18:54:20
32,1,52,2020-06-15 18:54:20,2020-06-15 18:54:20
36,4,33,2024-12-03 13:50:59,2024-12-03 13:50:59
38,4,33,2023-08-16 12:49:35,2023-08-16 12:49:35
38,4,52,2023-08-16 12:49:35,2023-08-16 12:49:35
41,1,33,2020-06-15 18:05:56,2020-06-15 18:05:56
41,1,48,2020-06-15 18:05:56,2020-06-15 18:05:56
41,1,52,2020-06-15 18:05:56,2020-06-15 18:05:56
42,1,33,2015-09-24 09:44:29,2015-09-24 09:44:29
42,1,48,2015-09-24 09:44:29,2015-09-24 09:44:29
42,1,52,2015-09-24 09:44:29,2015-09-24 09:44:29
43,1,52,2004-07-28 20:06:12,2004-07-28 20:06:12
44,1,35,2023-08-17 11:50:06,2023-08-17 11:50:06
44,1,46,2023-08-17 11:50:06,2023-08-17 11:50:06
44,1,52,2023-08-17 11:50:06,2023-08-17 11:50:06
46,1,18,2026-01-06 20:15:49,2026-01-06 20:15:49
47,1,52,2020-04-20 12:00:42,2020-04-20 12:00:42
48,1,35,2020-04-20 12:21:19,2020-04-20 12:21:19
48,1,52,2020-04-20 12:21:19,2020-04-20 12:21:19
50,3,35,2024-06-06 10:36:51,2024-06-06 10:36:51
50,3,52,2024-06-06 10:36:51,2024-06-06 10:36:51
51,1,52,2020-04-17 17:01:11,2020-04-17 17:01:11
52,1,52,2022-10-04 18:11:29,2022-10-04 18:11:29
53,3,0,2026-01-06 20:19:14,2026-01-06 20:19:14
54,1,35,2023-08-17 11:58:25,2023-08-17 11:58:25
54,1,52,2023-08-17 11:58:25,2023-08-17 11:58:25
55,1,35,2023-08-17 11:59:08,2023-08-17 11:59:08
55,1,37,2023-08-17 11:59:08,2023-08-17 11:59:08
55,1,46,2023-08-17 11:59:08,2023-08-17 11:59:08
56,1,52,2020-04-17 17:53:25,2020-04-17 17:53:25
57,5,33,2025-04-09 14:10:01,2025-04-09 14:10:01
57,5,35,2025-04-09 14:10:01,2025-04-09 14:10:01
57,5,52,2025-04-09 14:10:01,2025-04-09 14:10:01
58,2,33,2023-08-17 12:00:19,2023-08-17 12:00:19
58,2,52,2023-08-17 12:00:19,2023-08-17 12:00:19
59,1,22,2020-06-15 17:26:19,2020-06-15 17:26:19
59,1,33,2020-06-15 17:26:19,2020-06-15 17:26:19
59,1,52,2020-06-15 17:26:19,2020-06-15 17:26:19
60,1,20,2023-08-17 12:01:29,2023-08-17 12:01:29
60,1,52,2023-08-17 12:01:29,2023-08-17 12:01:29
61,1,18,2026-01-06 20:23:19,2026-01-06 20:23:19
62,3,20,2024-12-03 11:40:03,2024-12-03 11:40:03
63,2,33,2023-08-17 12:04:23,2023-08-17 12:04:23
63,2,46,2023-08-17 12:04:23,2023-08-17 12:04:23
63,2,48,2023-08-17 12:04:23,2023-08-17 12:04:23
63,2,52,2023-08-17 12:04:23,2023-08-17 12:04:23
64,1,52,2025-11-06 15:12:07,2025-11-06 15:12:07
65,2,23,2023-08-17 12:07:46,2023-08-17 12:07:46
66,1,52,2020-04-17 17:39:50,2020-04-17 17:39:50
67,1,52,2004-07-08 13:28:20,2004-07-08 13:28:20
68,1,52,2004-07-15 12:50:48,2004-07-15 12:50:48
69,1,52,2024-12-02 13:40:17,2024-12-02 13:40:17
70,3,35,2025-09-09 20:31:22,2025-09-09 20:31:22
71,1,35,2020-04-20 10:43:30,2020-04-20 10:43:30
71,1,52,2020-04-20 10:43:30,2020-04-20 10:43:30
72,1,0,2024-12-02 14:38:02,2024-12-02 14:38:02
73,3,52,2024-06-07 11:22:07,2024-06-07 11:22:07
74,1,18,2026-01-06 20:26:22,2026-01-06 20:26:22
76,1,48,2020-04-17 17:02:27,2020-04-17 17:02:27
76,1,52,2020-04-17 17:02:27,2020-04-17 17:02:27
77,2,20,2017-01-23 13:40:29,2017-01-23 13:40:29
77,2,52,2017-01-23 13:40:29,2017-01-23 13:40:29
78,3,20,2024-06-06 12:15:04,2024-06-06 12:15:04
78,3,52,2024-06-06 12:15:04,2024-06-06 12:15:04
79,1,35,2020-04-20 11:07:30,2020-04-20 11:07:30
79,1,52,2020-04-20 11:07:30,2020-04-20 11:07:30
80,1,18,2026-01-06 20:29:17,2026-01-06 20:29:17
81,1,20,2020-04-17 16:54:44,2020-04-17 16:54:44
81,1,52,2020-04-17 16:54:44,2020-04-17 16:54:44
82,1,33,2024-11-27 15:48:15,2024-11-27 15:48:15
82,1,46,2024-11-27 15:48:15,2024-11-27 15:48:15
82,1,52,2024-11-27 15:48:15,2024-11-27 15:48:15
84,1,35,2020-04-17 18:03:07,2020-04-17 18:03:07
84,1,52,2020-04-17 18:03:07,2020-04-17 18:03:07
85,3,23,2024-06-05 18:23:00,2024-06-05 18:23:00
86,1,33,2020-06-10 11:50:29,2020-06-10 11:50:29
86,1,52,2020-06-10 11:50:29,2020-06-10 11:50:29
87,1,52,2004-07-14 19:18:48,2004-07-14 19:18:48
88,1,33,2015-02-24 14:11:31,2015-02-24 14:11:31
88,1,52,2015-02-24 14:11:31,2015-02-24 14:11:31
89,1,49,2020-06-12 11:16:08,2020-06-12 11:16:08
90,1,18,2026-01-06 20:33:04,2026-01-06 20:33:04
91,3,52,2024-06-06 10:38:10,2024-06-06 10:38:10
92,1,35,2020-04-17 14:57:16,2020-04-17 14:57:16
93,1,35,2020-06-12 11:30:28,2020-06-12 11:30:28
94,1,52,2020-04-17 16:53:50,2020-04-17 16:53:50
95,1,52,2020-04-17 17:42:35,2020-04-17 17:42:35
96,1,18,2026-01-06 20:35:24,2026-01-06 20:35:24
97,2,52,2024-12-02 17:53:07,2024-12-02 17:53:07
98,2,18,2026-01-06 20:37:01,2026-01-06 20:37:01
99,1,35,2017-01-24 13:43:10,2017-01-24 13:43:10
99,1,52,2017-01-24 13:43:10,2017-01-24 13:43:10
100,1,18,2026-01-06 20:40:15,2026-01-06 20:40:15
101,1,18,2026-01-06 20:42:16,2026-01-06 20:42:16
102,2,18,2026-01-06 20:44:14,2026-01-06 20:44:14
103,1,18,2026-01-06 20:53:12,2026-01-06 20:53:12
104,1,19,2020-06-15 18:57:06,2020-06-15 18:57:06
104,1,20,2020-06-15 18:57:06,2020-06-15 18:57:06
104,1,52,2020-06-15 18:57:06,2020-06-15 18:57:06
105,2,35,2023-08-16 12:38:25,2023-08-16 12:38:25
105,2,46,2023-08-16 12:38:25,2023-08-16 12:38:25
105,2,52,2023-08-16 12:38:25,2023-08-16 12:38:25
106,1,52,2020-04-20 12:01:45,2020-04-20 12:01:45
107,3,35,2023-09-12 14:57:43,2023-09-12 14:57:43
108,1,20,2021-04-01 16:33:13,2021-04-01 16:33:13
109,3,35,2024-12-03 13:31:28,2024-12-03 13:31:28
109,3,52,2024-12-03 13:31:28,2024-12-03 13:31:28
110,5,58,2026-02-10 19:05:50,2026-02-10 19:05:50
111,3,52,2024-06-06 10:40:07,2024-06-06 10:40:07
112,3,35,2024-12-03 12:55:29,2024-12-03 12:55:29
112,3,52,2024-12-03 12:55:29,2024-12-03 12:55:29
113,3,52,2024-12-03 12:35:43,2024-12-03 12:35:43
115,3,46,2024-06-05 17:20:31,2024-06-05 17:20:31
116,1,35,2024-12-02 13:39:29,2024-12-02 13:39:29
116,1,46,2024-12-02 13:39:29,2024-12-02 13:39:29
116,1,52,2024-12-02 13:39:29,2024-12-02 13:39:29
117,1,33,2024-12-02 15:23:08,2024-12-02 15:23:08
117,1,52,2024-12-02 15:23:08,2024-12-02 15:23:08
118,1,18,2026-01-06 20:56:58,2026-01-06 20:56:58
119,3,35,2026-02-10 19:09:19,2026-02-10 19:09:19
119,3,46,2026-02-10 19:09:19,2026-02-10 19:09:19
119,3,52,2026-02-10 19:09:19,2026-02-10 19:09:19
120,1,35,2023-08-17 14:51:11,2023-08-17 14:51:11
120,1,52,2023-08-17 14:51:11,2023-08-17 14:51:11
121,1,18,2026-01-06 20:55:18,2026-01-06 20:55:18
122,1,52,2020-04-20 10:42:38,2020-04-20 10:42:38
123,1,35,2023-08-17 14:54:39,2023-08-17 14:54:39
123,1,46,2023-08-17 14:54:39,2023-08-17 14:54:39
123,1,52,2023-08-17 14:54:39,2023-08-17 14:54:39
124,1,52,2023-08-17 14:56:08,2023-08-17 14:56:08
125,1,18,2026-01-06 20:58:31,2026-01-06 20:58:31
127,2,52,2024-12-11 18:40:52,2024-12-11 18:40:52
128,3,52,2025-04-08 12:10:07,2025-04-08 12:10:07
129,1,51,2026-02-06 20:46:50,2026-02-06 20:46:50
130,2,18,2026-01-06 21:01:21,2026-01-06 21:01:21
131,3,33,2025-09-09 20:33:45,2025-09-09 20:33:45
131,3,48,2025-09-09 20:33:45,2025-09-09 20:33:45
131,3,52,2025-09-09 20:33:45,2025-09-09 20:33:45
132,1,18,2022-03-17 17:10:47,2022-03-17 17:10:47
132,1,35,2022-03-17 17:10:47,2022-03-17 17:10:47
132,1,48,2022-03-17 17:10:47,2022-03-17 17:10:47
133,1,33,2020-06-11 17:17:24,2020-06-11 17:17:24
134,1,18,2026-01-06 21:03:29,2026-01-06 21:03:29
135,1,22,2024-12-02 17:01:01,2024-12-02 17:01:01
136,1,33,2020-06-11 15:50:22,2020-06-11 15:50:22
136,1,46,2020-06-11 15:50:22,2020-06-11 15:50:22
137,1,22,2016-08-16 12:54:08,2016-08-16 12:54:08
137,1,33,2016-08-16 12:54:08,2016-08-16 12:54:08
138,1,52,2020-04-17 14:23:25,2020-04-17 14:23:25
139,1,70,2020-04-20 10:46:34,2020-04-20 10:46:34
140,1,33,2020-06-12 12:46:32,2020-06-12 12:46:32
141,1,22,2017-01-20 12:52:55,2017-01-20 12:52:55
141,1,35,2017-01-20 12:52:55,2017-01-20 12:52:55
141,1,42,2017-01-20 12:52:55,2017-01-20 12:52:55
142,1,18,2026-01-06 21:05:03,2026-01-06 21:05:03
143,1,33,2020-04-20 11:42:13,2020-04-20 11:42:13
144,1,35,2020-04-17 17:03:20,2020-04-17 17:03:20
144,1,46,2020-04-17 17:03:20,2020-04-17 17:03:20
144,1,52,2020-04-17 17:03:20,2020-04-17 17:03:20
145,2,33,2024-12-02 19:04:38,2024-12-02 19:04:38
145,2,35,2024-12-02 19:04:38,2024-12-02 19:04:38
145,2,46,2024-12-02 19:04:38,2024-12-02 19:04:38
146,1,52,2020-06-10 13:10:43,2020-06-10 13:10:43
147,1,33,2020-04-20 10:55:31,2020-04-20 10:55:31
147,1,46,2020-04-20 10:55:31,2020-04-20 10:55:31
148,1,22,2022-06-22 15:48:00,2022-06-22 15:48:00
149,1,22,2017-01-23 13:07:59,2017-01-23 13:07:59
150,1,6,2020-04-17 14:18:33,2020-04-17 14:18:33
151,1,33,2023-08-16 16:16:34,2023-08-16 16:16:34
152,1,18,2026-01-06 21:06:34,2026-01-06 21:06:34
153,1,18,2026-01-06 21:08:10,2026-01-06 21:08:10
154,1,35,2023-11-17 12:16:41,2023-11-17 12:16:41
154,1,46,2023-11-17 12:16:41,2023-11-17 12:16:41
155,1,3,2020-04-17 14:19:16,2020-04-17 14:19:16
156,1,22,2024-12-02 13:32:23,2024-12-02 13:32:23
157,3,22,2025-04-08 12:13:52,2025-04-08 12:13:52
158,1,22,2025-04-09 14:17:52,2025-04-09 14:17:52
159,2,22,2024-12-02 18:22:54,2024-12-02 18:22:54
160,1,19,2017-01-20 12:21:57,2017-01-20 12:21:57
160,1,20,2017-01-20 12:21:57,2017-01-20 12:21:57
161,1,20,2023-08-17 15:26:03,2023-08-17 15:26:03
162,1,20,2020-06-11 13:44:14,2020-06-11 13:44:14
163,1,20,2020-06-10 13:57:43,2020-06-10 13:57:43
164,1,20,2020-04-20 11:06:55,2020-04-20 11:06:55
165,1,20,2024-12-02 14:29:10,2024-12-02 14:29:10
166,1,18,2026-01-06 21:10:52,2026-01-06 21:10:52
167,1,18,2026-01-06 21:12:18,2026-01-06 21:12:18
168,1,23,2004-07-23 21:00:14,2004-07-23 21:00:14
169,2,23,2024-12-02 18:14:53,2024-12-02 18:14:53
170,1,52,2020-06-10 12:10:17,2020-06-10 12:10:17
171,1,52,2023-08-17 15:37:13,2023-08-17 15:37:13
172,1,20,2020-04-17 17:02:58,2020-04-17 17:02:58
172,1,52,2020-04-17 17:02:58,2020-04-17 17:02:58
173,1,19,2020-06-15 17:13:36,2020-06-15 17:13:36
173,1,20,2020-06-15 17:13:36,2020-06-15 17:13:36
175,2,0,2023-08-17 15:38:50,2023-08-17 15:38:50
176,2,19,2023-08-17 11:06:25,2023-08-17 11:06:25
176,2,20,2023-08-17 11:06:25,2023-08-17 11:06:25
177,6,19,2024-12-03 14:29:18,2024-12-03 14:29:18
177,6,20,2024-12-03 14:29:18,2024-12-03 14:29:18
178,3,19,2024-06-06 18:04:05,2024-06-06 18:04:05
178,3,20,2024-06-06 18:04:05,2024-06-06 18:04:05
178,3,52,2024-06-06 18:04:05,2024-06-06 18:04:05
179,2,20,2023-01-06 12:31:10,2023-01-06 12:31:10
180,1,20,2004-07-15 12:53:43,2004-07-15 12:53:43
181,1,18,2024-12-02 13:38:28,2024-12-02 13:38:28
182,3,20,2024-06-06 12:44:03,2024-06-06 12:44:03
183,1,20,2004-08-04 14:15:23,2004-08-04 14:15:23
183,1,52,2004-08-04 14:15:23,2004-08-04 14:15:23
184,2,18,2023-08-17 15:41:55,2023-08-17 15:41:55
185,3,64,2025-09-30 17:17:29,2025-09-30 17:17:29
185,3,65,2025-09-30 17:17:29,2025-09-30 17:17:29
186,1,20,2025-09-09 20:22:11,2025-09-09 20:22:11
186,1,63,2025-09-09 20:22:11,2025-09-09 20:22:11
187,1,20,2020-04-17 14:52:03,2020-04-17 14:52:03
188,2,18,2024-12-02 17:56:29,2024-12-02 17:56:29
189,1,20,2004-07-14 19:41:57,2004-07-14 19:41:57
190,4,23,2026-02-03 19:11:54,2026-02-03 19:11:54
191,1,20,2004-07-14 13:52:40,2004-07-14 13:52:40
192,2,49,2023-08-17 15:50:31,2023-08-17 15:50:31
193,1,29,2024-12-02 17:01:53,2024-12-02 17:01:53
194,1,35,2020-06-15 18:51:48,2020-06-15 18:51:48
194,1,52,2020-06-15 18:51:48,2020-06-15 18:51:48
195,3,19,2024-06-07 10:46:32,2024-06-07 10:46:32
195,3,20,2024-06-07 10:46:32,2024-06-07 10:46:32
196,1,18,2015-02-24 10:00:43,2015-02-24 10:00:43
196,1,20,2015-02-24 10:00:43,2015-02-24 10:00:43
196,1,21,2015-02-24 10:00:43,2015-02-24 10:00:43
197,1,29,2024-12-02 14:18:20,2024-12-02 14:18:20
198,1,20,2025-09-30 17:15:55,2025-09-30 17:15:55
199,3,20,2024-06-07 10:47:58,2024-06-07 10:47:58
200,1,20,2020-04-17 17:00:00,2020-04-17 17:00:00
201,11,35,2025-05-14 11:04:06,2025-05-14 11:04:06
201,11,52,2025-05-14 11:04:06,2025-05-14 11:04:06
202,1,20,2020-04-20 12:19:35,2020-04-20 12:19:35
203,1,29,2020-04-20 12:05:47,2020-04-20 12:05:47
204,2,20,2023-08-17 16:09:51,2023-08-17 16:09:51
205,1,20,2023-08-17 16:10:44,2023-08-17 16:10:44
206,1,38,2020-06-10 12:16:46,2020-06-10 12:16:46
207,1,38,2020-06-12 13:53:18,2020-06-12 13:53:18
208,1,4,2020-06-12 13:03:41,2020-06-12 13:03:41
209,2,30,2024-12-02 18:01:05,2024-12-02 18:01:05
210,1,30,2020-06-11 13:46:53,2020-06-11 13:46:53
211,7,20,2024-12-03 14:44:21,2024-12-03 14:44:21
212,1,20,2022-03-17 18:06:50,2022-03-17 18:06:50
213,1,20,2021-03-03 19:01:43,2021-03-03 19:01:43
214,1,33,2022-10-04 18:04:25,2022-10-04 18:04:25
214,1,52,2022-10-04 18:04:25,2022-10-04 18:04:25
215,3,20,2024-02-27 11:44:30,2024-02-27 11:44:30
216,1,20,2020-04-20 11:00:56,2020-04-20 11:00:56
217,6,33,2025-09-09 20:35:20,2025-09-09 20:35:20
219,2,23,2024-12-02 18:33:19,2024-12-02 18:33:19
220,1,23,2020-06-12 13:27:22,2020-06-12 13:27:22
221,1,23,2020-06-12 13:23:54,2020-06-12 13:23:54
222,2,23,2024-12-02 17:58:26,2024-12-02 17:58:26
223,2,23,2023-08-17 16:22:20,2023-08-17 16:22:20
225,1,23,2023-08-17 16:23:25,2023-08-17 16:23:25
226,3,23,2023-08-17 11:02:24,2023-08-17 11:02:24
227,1,23,2022-10-04 13:46:50,2022-10-04 13:46:50
228,1,23,2024-11-27 15:36:46,2024-11-27 15:36:46
229,1,23,2023-08-17 16:50:48,2023-08-17 16:50:48
230,3,23,2026-02-06 20:50:57,2026-02-06 20:50:57
230,3,33,2026-02-06 20:50:57,2026-02-06 20:50:57
230,3,52,2026-02-06 20:50:57,2026-02-06 20:50:57
231,2,23,2023-08-17 16:51:56,2023-08-17 16:51:56
232,1,23,2024-12-02 13:58:48,2024-12-02 13:58:48
233,1,58,2020-06-11 15:54:42,2020-06-11 15:54:42
234,1,58,2020-04-17 15:51:50,2020-04-17 15:51:50
235,1,58,2020-06-12 13:11:59,2020-06-12 13:11:59
236,3,58,2024-06-06 12:11:58,2024-06-06 12:11:58
237,1,58,2020-06-10 12:55:31,2020-06-10 12:55:31
238,3,35,2023-08-16 14:50:16,2023-08-16 14:50:16
238,3,52,2023-08-16 14:50:16,2023-08-16 14:50:16
238,3,58,2023-08-16 14:50:16,2023-08-16 14:50:16
239,1,58,2023-08-17 16:57:25,2023-08-17 16:57:25
240,1,58,2023-08-17 16:58:33,2023-08-17 16:58:33
241,1,58,2023-08-17 16:59:06,2023-08-17 16:59:06
242,3,58,2024-06-06 12:41:00,2024-06-06 12:41:00
243,1,58,2024-11-27 15:54:23,2024-11-27 15:54:23
244,1,58,2020-06-12 12:43:35,2020-06-12 12:43:35
245,3,58,2024-03-26 10:47:56,2024-03-26 10:47:56
246,8,58,2024-06-05 17:32:54,2024-06-05 17:32:54
247,1,58,2015-10-06 09:12:36,2015-10-06 09:12:36
248,1,58,2024-12-02 16:57:49,2024-12-02 16:57:49
249,1,58,2025-12-08 14:01:46,2025-12-08 14:01:46
250,1,25,2004-07-23 19:33:09,2004-07-23 19:33:09
250,1,30,2004-07-23 19:33:09,2004-07-23 19:33:09
250,1,35,2004-07-23 19:33:09,2004-07-23 19:33:09
250,1,46,2004-07-23 19:33:09,2004-07-23 19:33:09
250,1,47,2004-07-23 19:33:09,2004-07-23 19:33:09
250,1,48,2004-07-23 19:33:09,2004-07-23 19:33:09
251,1,17,2024-11-27 16:23:25,2024-11-27 16:23:25
252,2,39,2024-12-02 18:28:25,2024-12-02 18:28:25
253,1,18,2024-12-02 13:08:16,2024-12-02 13:08:16
254,3,20,2023-08-16 12:34:51,2023-08-16 12:34:51
255,1,20,2020-04-17 15:44:57,2020-04-17 15:44:57
256,2,7,2024-02-27 12:03:18,2024-02-27 12:03:18
257,1,18,2023-08-17 17:19:08,2023-08-17 17:19:08
258,1,20,2020-04-20 11:46:43,2020-04-20 11:46:43
259,1,20,2020-04-17 14:48:10,2020-04-17 14:48:10
260,1,21,2020-04-20 10:48:10,2020-04-20 10:48:10
261,1,20,2020-04-17 14:59:00,2020-04-17 14:59:00
262,1,20,2020-04-17 15:50:14,2020-04-17 15:50:14
263,3,20,2020-06-15 17:02:50,2020-06-15 17:02:50
263,3,35,2020-06-15 17:02:50,2020-06-15 17:02:50
263,3,52,2020-06-15 17:02:50,2020-06-15 17:02:50
264,1,20,2020-04-17 15:41:49,2020-04-17 15:41:49
265,1,18,2018-03-09 17:52:48,2018-03-09 17:52:48
266,1,20,2004-07-14 18:54:37,2004-07-14 18:54:37
267,3,20,2025-09-30 17:11:11,2025-09-30 17:11:11
268,2,57,2024-12-11 18:41:34,2024-12-11 18:41:34
269,2,20,2025-07-30 18:17:22,2025-07-30 18:17:22
270,2,21,2023-08-17 17:30:59,2023-08-17 17:30:59
271,1,20,2020-06-12 13:36:04,2020-06-12 13:36:04
272,1,2,2025-09-09 20:27:04,2025-09-09 20:27:04
272,1,35,2025-09-09 20:27:04,2025-09-09 20:27:04
272,1,46,2025-09-09 20:27:04,2025-09-09 20:27:04
272,1,52,2025-09-09 20:27:04,2025-09-09 20:27:04
273,3,23,2024-06-07 11:45:10,2024-06-07 11:45:10
274,2,23,2024-12-02 18:58:04,2024-12-02 18:58:04
278,1,52,2015-10-01 09:34:51,2015-10-01 09:34:51
279,1,52,2024-11-27 16:20:15,2024-11-27 16:20:15
279,1,58,2024-11-27 16:20:15,2024-11-27 16:20:15
